id,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,joint_7
714,-0.04780322,0.05927758,-0.02502961,-1.46123755,0.35213092,1.32210803,0.75366408
715,-0.23530079,-0.16465048,-0.35862434,-1.84765935,0.14549084,1.31960249,0.22613563
716,-0.17563742,-0.03839852,-0.20170024,-1.66371441,0.27056149,1.33211219,0.43904853
717,-0.07400489,-0.10043532,-0.10943600,-1.64132392,0.32310933,1.31829762,0.68171412
718,-0.08118641,-0.41943768,-0.23169714,-1.95130002,0.24003240,1.24416900,0.57058936
719,-0.14557154,-0.42268330,-0.34304172,-1.98023331,0.13538817,1.22831404,0.40321743
720,0.10565032,-0.02958168,0.08137832,-1.41682839,0.41411200,1.29176807,1.07038724
721,-0.09241103,-0.36320320,-0.22204512,-1.90424979,0.23883800,1.25452054,0.56154853
722,-0.18595317,-0.30275393,-0.33999217,-1.92019832,0.16656820,1.29886806,0.32407141
723,-0.09879114,0.11664534,-0.06058557,-1.44714630,0.35365713,1.33448541,0.68147254
724,0.05555622,-0.24611235,-0.00665661,-1.67342198,0.38380668,1.26891267,0.93446785
725,-0.21028391,-0.12058577,-0.30907702,-1.77940416,0.19297765,1.32633781,0.29928190
726,-0.30760270,-0.20690098,-0.45352930,-1.91602612,0.04728635,1.33158994,0.05446598
727,-0.12048307,-0.22227129,-0.19933417,-1.80321038,0.26801372,1.30533564,0.53787941
728,-0.21588671,0.02694226,-0.21120131,-1.61936665,0.26559746,1.33763540,0.39420229
729,-0.12936056,-0.26320586,-0.23751497,-1.84579384,0.23497172,1.29804718,0.48283845
730,-0.11222386,-0.32410792,-0.22780466,-1.89165461,0.23618673,1.27094960,0.52922571
731,-0.11349946,-0.07315977,-0.14474517,-1.64981043,0.30418685,1.31452501,0.59368497
732,0.00752251,-0.29215944,-0.05758352,-1.76119840,0.34851509,1.27129841,0.83731943
733,-0.20198768,-0.28740481,-0.38107300,-1.91384971,0.12270135,1.27244174,0.26135695
734,0.15716043,-0.09610383,0.15474713,-1.41355550,0.45348498,1.27177393,1.23775554
735,-0.11926512,-0.34123647,-0.24947309,-1.90427363,0.22186141,1.26765740,0.51066154
736,0.10147357,-0.31018719,0.05380064,-1.68105960,0.40779477,1.23805058,1.07194817
737,-0.05226721,-0.21608949,-0.14380854,-1.75985682,0.30400953,1.28323948,0.66665989
738,0.18804380,-0.27133200,0.16395783,-1.55907834,0.48177484,1.22784817,1.30342293
739,-0.31634986,0.09658563,-0.28211439,-1.58408010,0.21317780,1.33173668,0.20890634
740,-0.09821206,-0.02977481,-0.11491209,-1.60113394,0.32273272,1.33358097,0.63896036
741,-0.21570933,-0.03739750,-0.25400478,-1.69831407,0.23514239,1.34521687,0.35733736
742,-0.15472992,-0.23679870,-0.26083302,-1.83721697,0.21999581,1.30271685,0.43134087
743,-0.21835063,0.17014569,-0.11328805,-1.47668707,0.33831853,1.35190117,0.50427723
744,-0.24338807,-0.31507397,-0.42251796,-1.96159184,0.08727445,1.27497125,0.19416873
745,-0.29316121,0.04967618,-0.28954834,-1.65029109,0.20936187,1.34209871,0.23134591
746,0.16348419,-0.24101251,0.15723389,-1.54317629,0.46206477,1.24498463,1.27786458
747,-0.25471619,0.01476518,-0.25712943,-1.66066766,0.22486426,1.33349431,0.31592023
748,-0.01902598,-0.32528681,-0.10184211,-1.81627643,0.33392444,1.26451004,0.77082843
749,-0.40235481,0.38648340,-0.17042089,-1.30340946,0.27860561,1.33287811,0.24645282
750,-0.19437040,-0.14147618,-0.28015289,-1.78760087,0.20930059,1.31021774,0.35476887
751,-0.11326349,-0.62488115,-0.32648805,-2.11145210,0.13341647,1.17546785,0.48216432
752,0.02085838,-0.27861917,-0.08016262,-1.75215256,0.34868693,1.27862763,0.84275770
753,-0.21243313,0.12322888,-0.14294389,-1.51818883,0.31288210,1.33821595,0.47506517
754,-0.09380682,-0.24111262,-0.17081788,-1.80356705,0.28345880,1.30352855,0.60136890
755,-0.11414719,-0.40499157,-0.27378315,-1.96477699,0.19116004,1.24894130,0.48023164
756,-0.14561082,-0.19398750,-0.23475885,-1.79403794,0.24959998,1.29588854,0.47416520
757,-0.03317918,-0.28151205,-0.09666059,-1.80238760,0.32758585,1.30463159,0.76885062
758,-0.13907422,-0.32605991,-0.29035783,-1.90440118,0.19992341,1.25370967,0.43694979
759,-0.15180603,-0.05581043,-0.18990982,-1.68470788,0.28041342,1.33687305,0.47767907
760,-0.13850787,-0.17395073,-0.22541332,-1.77884972,0.24894327,1.32345629,0.47685003
761,0.23984107,-0.30522221,0.21443298,-1.53734553,0.48475727,1.24141228,1.41065121
762,-0.21810174,-0.27120870,-0.35650909,-1.89473283,0.13079354,1.28233182,0.27742243
763,-0.10303941,-0.28202802,-0.19625500,-1.84021199,0.26486003,1.29306293,0.57302499
764,-0.01580554,-0.06345910,-0.01425552,-1.55601883,0.38314223,1.30297458,0.84581608
765,-0.06802455,-0.50652003,-0.22445172,-2.00491524,0.23183937,1.21652412,0.59417576
766,-0.44596511,0.44946647,-0.16972014,-1.24984038,0.28876549,1.32320309,0.20858286
767,0.08996719,-0.12132402,0.05194887,-1.51939392,0.41070101,1.26477706,1.04229856
768,-0.27818078,-0.21354051,-0.44584614,-1.90075481,0.06610422,1.31323016,0.10368037
769,-0.05705346,-0.25501597,-0.12552804,-1.78092301,0.30994910,1.29302883,0.69116235
770,-0.14466017,-0.31426749,-0.28471780,-1.89458215,0.19993737,1.26214135,0.43355167
771,-0.34872398,0.23031119,-0.21241292,-1.46197069,0.25343248,1.33777106,0.24744888
772,-0.03237677,-0.41623068,-0.14391899,-1.90798128,0.28959396,1.22767615,0.71927863
773,0.02041370,-0.36170232,-0.06872187,-1.81377733,0.34846249,1.23736739,0.84662879
774,-0.27687377,-0.23838311,-0.43098736,-1.92387426,0.06566340,1.31687582,0.13190968
775,0.18931836,0.09828582,0.20319793,-1.20192063,0.46241605,1.28489280,1.29021096
776,-0.23001063,-0.33749616,-0.39458629,-1.96172082,0.10324053,1.27514613,0.22824298
777,-0.16046593,-0.06105111,-0.20183295,-1.68977082,0.27734601,1.33235550,0.46711171
778,-0.23183262,-0.12643246,-0.32726851,-1.79020023,0.16747184,1.32572496,0.25535309
779,0.07077372,-0.18955700,0.02927905,-1.59871829,0.40355060,1.27971160,1.00614643
780,0.00449400,-0.42121691,-0.11264896,-1.88375247,0.33143744,1.23234141,0.78696817
781,-0.10264851,-0.34702402,-0.25306135,-1.90399575,0.21876755,1.26166022,0.51025486
782,-0.03656530,-0.48306200,-0.17552382,-1.93225205,0.26914671,1.19140196,0.69832921
783,-0.21161526,-0.16854557,-0.33265299,-1.82640767,0.15554942,1.31902421,0.28127050
784,-0.20136395,-0.10845537,-0.29768485,-1.76616251,0.19305073,1.32728279,0.32315075
785,0.03521606,-0.14884889,0.01354315,-1.59697211,0.39236835,1.28288317,0.93442029
786,-0.10604507,-0.61297452,-0.30855155,-2.10847378,0.17315066,1.17120397,0.53712767
787,-0.04781508,-0.32864752,-0.15324438,-1.86115444,0.29840589,1.26917064,0.67262453
788,0.09199995,-0.11642106,0.07736742,-1.48908913,0.41614464,1.25765705,1.08552337
789,-0.12548213,-0.24977462,-0.23759645,-1.84135139,0.23417042,1.29079258,0.50045794
790,-0.11197579,-0.07206061,-0.13882303,-1.66747105,0.31876126,1.32444537,0.59283197
791,-0.12546995,0.01334705,-0.12752444,-1.57388532,0.32383558,1.32770669,0.58154708
792,-0.07659002,-0.06504864,-0.09670248,-1.62564075,0.32926664,1.32245600,0.69432175
793,-0.06567548,-0.35851765,-0.18255961,-1.88587320,0.27799445,1.24711382,0.63288110
794,-0.08103304,-0.09327935,-0.11509062,-1.66371024,0.32403645,1.32188213,0.65564924
795,-0.01120844,-0.50882077,-0.14047778,-1.96269882,0.29901323,1.21242833,0.75322676
796,0.21238938,0.11254133,0.23150292,-1.16553438,0.48493686,1.30139446,1.32650244
797,0.00826074,-0.09901738,-0.01226526,-1.57479906,0.36842957,1.29779732,0.87604040
798,-0.09122616,-0.22997831,-0.18986022,-1.80491757,0.27726054,1.29258215,0.57298678
799,0.08130142,-0.41224629,0.00797916,-1.79310226,0.39094573,1.21354783,1.00879073
800,-0.15926719,-0.10878855,-0.21782348,-1.73928511,0.25726479,1.35122728,0.49480170
801,-0.07491334,0.13695298,-0.04340661,-1.40042961,0.35110947,1.30691612,0.73126894
802,-0.09978107,-0.14792356,-0.15250066,-1.71355188,0.29131439,1.33047736,0.60602415
803,-0.10322048,-0.43924236,-0.25306815,-1.97332335,0.20869087,1.23666990,0.53996938
804,0.09461546,-0.31606984,0.04440082,-1.68448484,0.41513345,1.23331165,1.06637216
805,0.06436536,-0.12094429,0.05115930,-1.52730918,0.39723900,1.28093338,1.01939321
806,-0.27646700,-0.09776691,-0.35669574,-1.80550349,0.15714388,1.35793006,0.20208491
807,0.06220749,-0.09870956,0.07332085,-1.53577197,0.41028294,1.31125224,1.02127361
808,-0.20799196,-0.38398463,-0.40028441,-1.98473680,0.10450512,1.25670803,0.28475183
809,0.01110020,-0.37122449,-0.07324911,-1.82438338,0.34329942,1.24286807,0.83851922
810,0.11625968,-0.20280565,0.07167864,-1.56213987,0.42758933,1.24879956,1.10582519
811,-0.32101750,-0.27594209,-0.52304465,-2.00614285,-0.00987272,1.33792984,-0.00761236
812,-0.10245034,-0.10517721,-0.15669104,-1.68215728,0.30669117,1.30933464,0.59460384
813,-0.12336250,-0.32950228,-0.28184417,-1.89831579,0.19782385,1.26167274,0.46846235
814,-0.08153637,-0.28898248,-0.19080251,-1.83906138,0.27849743,1.27800751,0.59948057
815,0.07022169,-0.21021776,0.01923859,-1.62666738,0.39525428,1.27296448,0.99831647
816,-0.20982234,-0.14357489,-0.29645994,-1.78759706,0.19123815,1.30614424,0.33869028
817,-0.09661895,-0.31655717,-0.19948694,-1.87648690,0.26117966,1.27569878,0.57575452
818,-0.10982466,-0.14536543,-0.16617894,-1.73704350,0.29527110,1.30558634,0.57785034
819,-0.04322889,-0.44077903,-0.16989973,-1.92571199,0.27975711,1.21284735,0.68109405
820,-0.18795730,-0.27467853,-0.34856629,-1.89520288,0.14205921,1.28299177,0.31735611
821,-0.04350638,-0.29209459,-0.14003855,-1.82671106,0.30337343,1.28043926,0.68732297
822,-0.18320718,-0.22034700,-0.30155683,-1.84770238,0.19470234,1.31967366,0.35618001
823,-0.03332774,-0.32467407,-0.13775229,-1.82517827,0.31418970,1.25774848,0.71330512
824,-0.03795607,-0.01928395,-0.04399116,-1.53740990,0.36855900,1.31259847,0.77235526
825,0.03716853,-0.20718542,-0.00971850,-1.64475691,0.38367793,1.27123082,0.93763560
826,-0.03682647,0.07091236,-0.01258997,-1.42787325,0.36233509,1.31841481,0.81390303
827,-0.16422687,-0.38891298,-0.35019672,-1.96908772,0.13899453,1.24365604,0.35116851
828,0.02462374,-0.06850091,0.01201449,-1.52212489,0.38744968,1.29385018,0.91239369
829,-0.08914195,-0.68422449,-0.29833129,-2.12097478,0.16130331,1.12857985,0.55398196
830,-0.38168287,0.01225233,-0.38662142,-1.76447260,0.13840516,1.35759223,0.05090365
831,0.06592646,-0.54528928,-0.06991536,-1.93047607,0.34687638,1.20630610,0.92442226
832,-0.23725972,-0.12403229,-0.32936502,-1.79288924,0.16819312,1.32632446,0.25111824
833,-0.03898512,-0.48885238,-0.18135899,-1.97288120,0.26653838,1.21498835,0.67962891
834,-0.09674901,-0.35821828,-0.25335774,-1.92244267,0.22789894,1.25406504,0.52130872
835,-0.05921884,-0.15563257,-0.09947812,-1.68878269,0.32509831,1.31226647,0.70909417
836,-0.24583131,0.18502609,-0.16901302,-1.46260726,0.28761795,1.33558834,0.39653331
837,-0.03946054,-0.15468521,-0.08767656,-1.68814933,0.34874621,1.29870820,0.73742014
838,-0.01308306,-0.44663435,-0.14344981,-1.92193401,0.31434575,1.24091101,0.75648314
839,0.01788419,-0.61512047,-0.11783508,-2.01407623,0.30412471,1.18323290,0.82658643
840,-0.22291866,-0.27101469,-0.36647052,-1.91077483,0.12944232,1.29659760,0.26122570
841,-0.19697618,-0.32246834,-0.36623567,-1.94005549,0.12165430,1.27401352,0.29258317
842,0.02894503,-0.03853381,0.02607806,-1.48185039,0.37978747,1.29995978,0.93156475
843,-0.07104069,-0.45135516,-0.19489193,-1.95278418,0.25953695,1.23441446,0.63988632
844,0.06217664,-0.16034606,0.03203800,-1.57429874,0.39677563,1.26327896,1.00758803
845,-0.07788123,0.05587841,-0.05207797,-1.48689282,0.36325294,1.32637560,0.71458143
846,-0.03541854,-0.22346580,-0.10356522,-1.74643505,0.32633740,1.28756702,0.73243767
847,0.14556804,0.12016717,0.19046439,-1.21588433,0.45515987,1.29304516,1.21978271
848,-0.06963876,-0.02716222,-0.07793332,-1.56865036,0.34320241,1.32281709,0.70039219
849,-0.34535092,0.17991708,-0.23168308,-1.51966786,0.24465442,1.33955193,0.26788121
850,-0.18849893,-0.45247313,-0.39230406,-2.02536988,0.09575513,1.24494457,0.31483811
851,-0.09422219,-0.09212522,-0.12802583,-1.66826224,0.32176575,1.32075167,0.63214034
852,-0.12289599,-0.33941260,-0.25704089,-1.91165674,0.21500438,1.26414633,0.48322266
853,-0.10852693,-0.22422713,-0.17035130,-1.80333531,0.28916135,1.31051004,0.58577704
854,-0.03587379,-0.28824702,-0.11221137,-1.81103051,0.31632289,1.28305435,0.73164302
855,0.06886479,-0.43299115,-0.02628139,-1.82148194,0.37394264,1.22708070,0.96643776
856,-0.01807567,-0.40221256,-0.12387533,-1.89472258,0.31217358,1.25378609,0.74155289
857,-0.25647521,-0.38317198,-0.44916743,-2.01237702,0.07427694,1.23347318,0.14053105
858,-0.13514562,-0.42413449,-0.31118694,-1.98473537,0.16402943,1.24341214,0.42205834
859,-0.12942399,-0.38841328,-0.32987067,-1.97690570,0.21316148,1.28309059,0.45512813
860,-0.16674101,-0.38370094,-0.35778311,-1.98834813,0.14419982,1.27545071,0.33925325
861,-0.15537460,-0.29690266,-0.29293495,-1.89636040,0.19754465,1.29637444,0.39857775
862,0.04631649,-0.55613142,-0.07753091,-1.94949830,0.34748325,1.19041002,0.88627011
863,-0.08257087,-0.45111424,-0.21572471,-1.96496260,0.24110077,1.22767746,0.59049135
864,-0.02811904,-0.16991480,-0.06821943,-1.68450212,0.34455529,1.29708898,0.77816129
865,-0.10122713,-0.48198164,-0.25841266,-1.99823427,0.20419939,1.23116243,0.54030460
866,-0.12015843,-0.33343762,-0.27001607,-1.91041172,0.20575197,1.26694429,0.46888375
867,0.12666281,-0.44706070,0.05700814,-1.77013457,0.41424188,1.21450984,1.11979961
868,0.20758790,-0.53776592,0.12379488,-1.78923690,0.45587841,1.17970574,1.28743339
869,-0.22680694,-0.26529926,-0.39981544,-1.91990244,0.10388669,1.30880594,0.21530278
870,-0.05954368,-0.44078863,-0.19194883,-1.93988335,0.25849757,1.22589433,0.64516461
871,-0.04865047,-0.21437521,-0.12765366,-1.75633228,0.32712433,1.28684795,0.68460107
872,0.02292278,-0.16052936,-0.01353273,-1.60871637,0.37265840,1.28853738,0.90473968
873,-0.18110868,-0.32557982,-0.33875495,-1.92261136,0.14729863,1.28778756,0.34221810
874,0.03839511,0.01589342,0.04751176,-1.42947257,0.40246966,1.30476904,0.94661683
875,0.07804218,-0.33132368,0.03646348,-1.72350454,0.42722926,1.25899744,1.05307651
876,-0.00217754,-0.41331464,-0.10010856,-1.88046968,0.33406430,1.23399365,0.80013710
877,0.01264048,-0.51751840,-0.08650021,-1.93377197,0.32962653,1.19852042,0.84690386
878,-0.19207433,-0.11333482,-0.27281293,-1.77011406,0.21843933,1.34456372,0.36532158
879,0.13118581,-0.37719005,0.06002691,-1.72058332,0.41619995,1.22296309,1.11369216
880,-0.03717273,-0.13168742,-0.09253322,-1.66035450,0.33509722,1.30217040,0.74756461
881,-0.06826225,0.04428149,-0.06488324,-1.47434592,0.32366794,1.30749488,0.70747489
882,-0.03497206,-0.25281084,-0.10151470,-1.75584769,0.31726640,1.27592242,0.74844688
883,0.08494398,-0.57935488,-0.01592427,-1.92873120,0.38068834,1.17343318,0.99962825
884,-0.16802514,0.02809836,-0.17862737,-1.59830439,0.27490619,1.34281647,0.46416157
885,-0.00766760,-0.53088480,-0.12948412,-1.97996128,0.29723880,1.20375049,0.77678204
886,0.03562465,-0.19768316,-0.00484600,-1.65822589,0.38398728,1.28426111,0.91122794
887,-0.09737925,-0.25136411,-0.22191194,-1.83149314,0.25373709,1.28497326,0.54007030
888,-0.02508686,-0.35184187,-0.10894274,-1.82994723,0.30877930,1.25552833,0.77155185
889,-0.11398885,-0.31979778,-0.22158825,-1.87723935,0.24530272,1.28868663,0.53465217
890,-0.07033387,0.03410168,-0.05246217,-1.52029455,0.36085853,1.32647574,0.73450756
891,0.19768673,-0.12256812,0.16651705,-1.42546868,0.46625543,1.25681591,1.28584111
892,-0.10965136,-0.03798516,-0.13464171,-1.61336470,0.30654103,1.32064402,0.59009343
893,-0.25451931,-0.23762865,-0.42095155,-1.89658141,0.10291666,1.28760433,0.16752200
894,-0.08442412,-0.06124591,-0.11980823,-1.62156725,0.32306793,1.31077254,0.65738308
895,-0.12175043,-0.18517709,-0.18907201,-1.76319051,0.28008160,1.29566443,0.55031723
896,-0.07633005,-0.38786292,-0.21688434,-1.92497480,0.24523614,1.24421024,0.58585864
897,-0.14385842,-0.04034033,-0.14203689,-1.63758028,0.31705025,1.32523811,0.54412073
898,0.21166849,-0.05078691,0.19747208,-1.31615746,0.47515860,1.25502539,1.33323193
899,-0.19206643,-0.14205943,-0.26648828,-1.78862834,0.22452432,1.32088315,0.36202091
900,-0.13615005,0.00878805,-0.13942683,-1.60111725,0.30491185,1.35237718,0.54839808
901,0.00821222,-0.14753668,-0.04337420,-1.64631689,0.36786541,1.29614246,0.84744197
902,-0.16446666,-0.25090152,-0.28562814,-1.85084021,0.21135189,1.30270624,0.41269863
903,-0.26674497,-0.11665586,-0.35362747,-1.80346429,0.15270780,1.32966411,0.19838266
904,-0.06206325,-0.75611174,-0.27384526,-2.18536448,0.16807117,1.13273942,0.61426020
905,0.04752734,-0.37164861,-0.03964741,-1.78577960,0.36804172,1.23532343,0.92095631
906,-0.05581293,-0.34952062,-0.18438518,-1.88004363,0.27116343,1.25926483,0.63527429
907,-0.33649623,-0.04422490,-0.40451029,-1.78179634,0.11166155,1.34229207,0.06377113
908,-0.27424622,0.16869074,-0.17706606,-1.48608708,0.28228068,1.33422852,0.38185561
909,-0.14681843,-0.27290040,-0.27685076,-1.88034260,0.21325167,1.30839396,0.43954247
910,-0.03001304,-0.14629972,-0.07079238,-1.66280830,0.35865834,1.28305352,0.77057105
911,-0.03238679,-0.28840584,-0.11675908,-1.78990328,0.32621238,1.26811719,0.73207295
912,0.06010234,0.02299124,0.06727779,-1.40032363,0.40315154,1.30077803,1.00704622
913,-0.03219824,-0.32324624,-0.12327821,-1.84043634,0.31785461,1.26952982,0.72712147
914,0.04551131,-0.46260265,-0.06045381,-1.85850990,0.35363695,1.20907569,0.89881825
915,-0.10708702,-0.11525694,-0.15424389,-1.69904196,0.30296746,1.31637371,0.58785439
916,-0.22852370,-0.18602391,-0.34872335,-1.85006690,0.16626643,1.31326687,0.25352848
917,-0.14948322,0.14826448,-0.08727296,-1.45930040,0.34577805,1.32225144,0.59823567
918,-0.13036719,-0.08263300,-0.18855166,-1.67360866,0.27522892,1.33313251,0.50891840
919,-0.15934625,-0.18991262,-0.24871641,-1.80931342,0.23264246,1.30797446,0.43148679
920,0.00078015,-0.38150853,-0.09945974,-1.85662735,0.33013707,1.24519563,0.81146336
921,-0.15339878,-0.17606023,-0.24711299,-1.78226674,0.23504116,1.32142580,0.44300961
922,0.05311871,-0.40373468,-0.04088859,-1.83340907,0.36651462,1.23959792,0.93465036
923,-0.21243697,-0.20213762,-0.34527400,-1.84232819,0.15379353,1.30699050,0.28014141
924,-0.31560558,0.01636041,-0.33038479,-1.70014322,0.17669933,1.33753014,0.15840389
925,-0.15705262,-0.25218835,-0.28295597,-1.86330438,0.20436306,1.28697073,0.40260124
926,-0.07627839,-0.38404176,-0.21227431,-1.90108836,0.25252146,1.23492062,0.59635836
927,0.00240338,-0.55034018,-0.13593149,-1.97977126,0.29085496,1.18932712,0.77565354
928,0.10434049,-0.33004069,0.05618177,-1.68995941,0.42294297,1.23426354,1.09257042
929,-0.02119391,-0.44311488,-0.12894538,-1.91523802,0.30723286,1.22235489,0.75018281
930,0.00860524,-0.16782859,-0.03704310,-1.63637817,0.36041823,1.28826296,0.86546153
931,-0.17467636,-0.32520109,-0.35168204,-1.92798650,0.14796041,1.26982605,0.34608495
932,-0.19326352,-0.07399999,-0.24546668,-1.72241354,0.24216352,1.34029329,0.39306539
933,-0.16497919,-0.46914914,-0.38386703,-2.04505467,0.10727413,1.23680496,0.32121801
934,-0.02726693,-0.29215476,-0.10434211,-1.78959310,0.34088716,1.28287494,0.76357245
935,-0.09536354,-0.21391287,-0.17464232,-1.78788006,0.28640538,1.29398441,0.59355360
936,-0.15310454,-0.09230405,-0.22114301,-1.70488799,0.25470662,1.32994688,0.44982177
937,0.05310413,0.08690995,0.07979219,-1.32548463,0.40568104,1.29014671,1.01661444
938,0.06755012,-0.10406987,0.03931537,-1.51952028,0.40403759,1.27809548,1.01011157
939,-0.16769513,-0.08644509,-0.21684337,-1.71196163,0.26440451,1.32230413,0.43941218
940,-0.03529894,-0.61020100,-0.20843521,-2.06183529,0.23830874,1.18623233,0.66535425
941,-0.11050884,-0.16723542,-0.19126013,-1.74812400,0.26833555,1.31395519,0.54562712
942,0.12095664,-0.19083883,0.08323980,-1.54837239,0.43637386,1.25449967,1.12327766
943,-0.38349828,0.25169554,-0.25570145,-1.44054604,0.23061521,1.35625684,0.17212486
944,-0.11038722,-0.34739649,-0.21782362,-1.89461982,0.24171773,1.26741898,0.54471219
945,-0.01354858,-0.74921215,-0.18883252,-2.14677072,0.22819357,1.11404359,0.74443138
946,-0.20169771,-0.19047004,-0.29200017,-1.82138574,0.18897651,1.30662882,0.34891766
947,0.04063714,-0.07560933,0.03708733,-1.50738060,0.38306543,1.28629756,0.97360963
948,0.01012255,-0.35771173,-0.07534637,-1.81355238,0.33658600,1.24365437,0.83136827
949,-0.12999754,-0.33945024,-0.27170318,-1.90678418,0.19225653,1.25674021,0.47668904
950,0.19625005,-0.35957992,0.15749250,-1.62187159,0.46771914,1.22004426,1.29787397
951,-0.05196033,-0.12718002,-0.10667846,-1.66491568,0.32876387,1.31084120,0.70156819
952,-0.11247028,-0.28891504,-0.21765527,-1.86891162,0.24688162,1.28885841,0.53647745
953,-0.19290246,-0.16357842,-0.31060117,-1.81107414,0.17576297,1.31436872,0.32534146
954,0.02416644,-0.02383262,0.03434350,-1.47970986,0.39012489,1.29364717,0.93415946
955,-0.15475532,-0.45113611,-0.36292881,-2.02408671,0.12487067,1.24870098,0.35348517
956,-0.12296951,-0.16344097,-0.17962557,-1.74413979,0.27182829,1.31219161,0.56046635
957,-0.11226024,-0.63872349,-0.33210054,-2.11223221,0.13131312,1.14188480,0.49441087
958,-0.01481351,-0.01584331,-0.02538466,-1.53621733,0.37003028,1.31211972,0.80209142
959,-0.02303310,-0.15419735,-0.07683805,-1.66535735,0.34161159,1.29710400,0.76951581
960,-0.29005542,-0.18728858,-0.45613384,-1.90758836,0.08511935,1.34068501,0.07893324
961,-0.04881945,-0.52842247,-0.20273802,-2.01775742,0.23884197,1.19977450,0.64022046
962,-0.11521074,-0.40509909,-0.27057910,-1.96636903,0.18439862,1.22699797,0.49708843
963,-0.13833660,-0.43847218,-0.33755687,-2.01016712,0.12986854,1.21849716,0.37933958
964,0.00542402,-0.31559595,-0.07471014,-1.78967237,0.34677994,1.25237918,0.81909716
965,-0.05404606,-0.38392586,-0.17920664,-1.89060915,0.27966589,1.23480844,0.65494680
966,-0.03040726,-0.05039305,-0.04413711,-1.56090271,0.36018547,1.30366242,0.79218984
967,-0.02420044,-0.40039116,-0.11574479,-1.87672627,0.31212506,1.24938452,0.76802814
968,-0.16602151,-0.03409402,-0.18768388,-1.65424335,0.28116295,1.32986796,0.47949362
969,-0.08619429,-0.12744516,-0.12684652,-1.68393242,0.31723565,1.31113660,0.64490980
970,-0.02453431,-0.00987965,0.01906575,-1.48988736,0.39179513,1.31146860,0.87332100
971,-0.16810207,-0.35407716,-0.36376786,-1.95161736,0.13974111,1.25834405,0.35226268
972,-0.04151474,-0.47632784,-0.18156007,-1.96344435,0.25572631,1.20287883,0.68686342
973,0.19024527,0.12914044,0.22602880,-1.16926539,0.47338611,1.29133117,1.33765209
974,-0.15193427,-0.37521499,-0.28825021,-1.94368351,0.18054166,1.26548636,0.43937171
975,-0.08059819,-0.51285875,-0.23959321,-2.00814819,0.22509092,1.21502030,0.59577280
976,-0.00364204,-0.26536417,-0.07081722,-1.75089312,0.35765269,1.27977514,0.80979204
977,-0.09840581,-0.17423105,-0.18380865,-1.75805533,0.27665022,1.29531801,0.56167722
978,-0.12136634,-0.28959113,-0.23930243,-1.87423933,0.23328261,1.30003059,0.49439991
979,0.08195622,-0.12404726,0.04915370,-1.53242660,0.40639451,1.28542435,1.03367281
980,-0.00081694,-0.28460646,-0.07787905,-1.76516306,0.35153839,1.27183580,0.80892056
981,-0.13381132,-0.14915216,-0.19977450,-1.75938404,0.27508709,1.32129061,0.51223302
982,0.07814042,-0.33209091,0.00546899,-1.72327042,0.41092485,1.25264037,1.01660216
983,-0.03891701,-0.39006484,-0.15660521,-1.88052213,0.29303363,1.23973083,0.69244212
984,0.20085394,-0.33575055,0.19936563,-1.57089341,0.50268847,1.24325061,1.36490345
985,-0.02169581,-0.14349280,-0.07048672,-1.64373243,0.34926403,1.28764129,0.79042649
986,0.05577648,-0.08833173,0.03330590,-1.51130843,0.39843324,1.27819109,0.97928804
987,-0.07510865,-0.19076043,-0.13177681,-1.74547279,0.31254050,1.30083156,0.65827215
988,-0.07740234,-0.33264193,-0.19745138,-1.87089837,0.26723307,1.25256622,0.60453182
989,-0.10117519,-0.26150554,-0.22264576,-1.83388841,0.24022491,1.27859521,0.52078342
990,-0.10032301,-0.20686179,-0.17759115,-1.78287327,0.27872059,1.30972600,0.57832426
991,0.07273358,-0.39588487,-0.02020399,-1.81627953,0.36831614,1.24161243,0.97318619
992,0.03460909,-0.18430752,-0.02219514,-1.65695834,0.37396964,1.28529859,0.89950633
993,0.11792058,-0.31333882,0.07504264,-1.65675855,0.41597217,1.24849522,1.11326623
994,-0.21694358,-0.18749297,-0.34612715,-1.84592640,0.16941433,1.33074570,0.26822114
995,-0.26784772,-0.19752459,-0.40329522,-1.89227855,0.10001573,1.32687867,0.16288128
996,-0.30112934,0.26832092,-0.15616155,-1.41371679,0.29716066,1.33947682,0.37360585
997,-0.17547670,-0.25404170,-0.28743994,-1.86134613,0.19976997,1.29519904,0.38186336
998,-0.13245100,-0.04636859,-0.15396655,-1.64087486,0.30634066,1.32190216,0.55255777
999,-0.01465482,-0.63480985,-0.18086010,-2.05430388,0.25867444,1.16551030,0.73036510
1000,0.05087744,-0.55841762,-0.06394372,-1.92869210,0.34472361,1.15911365,0.89810520
1001,-0.02688293,-0.03688115,-0.04154367,-1.54911244,0.36619231,1.29480016,0.79387468
1002,-0.24240839,0.08295646,-0.21059576,-1.56660604,0.25705221,1.34887028,0.37033170
1003,-0.19363546,-0.10870743,-0.22528070,-1.73737264,0.24908590,1.34118426,0.43332195
1004,-0.14425614,-0.19385588,-0.25137931,-1.79608333,0.22057649,1.29302299,0.44874537
1005,0.00355054,-0.15083665,-0.03894677,-1.62819135,0.36762795,1.28256106,0.86677456
1006,0.08708441,-0.03426970,0.05756862,-1.43740666,0.40409851,1.27585661,1.03711581
